geneId,geneSymbol,DSI,DPI,PLI,protein_class_name,protein_class,NofDiseases,NofPmids
5157,PDGFRL,0.769,0.385,1.1787e-14,Enzyme,DTO_05007624,19,12
5159,PDGFRB,0.416,0.846,0.9041,Kinase,DTO_03300101,492,481
5163,PDK1,0.51,0.808,1.0963e-05,Kinase,DTO_03300101,164,189
5164,PDK2,0.751,0.269,3.7102e-06,Kinase,DTO_03300101,20,12
5165,PDK3,0.678,0.5,0.44547,Kinase,DTO_03300101,51,13
5166,PDK4,0.578,0.577,9.142e-12,Kinase,DTO_03300101,85,63
5167,ENPP1,0.498,0.808,4.9944e-08,Enzyme,DTO_05007624,247,213
5168,ENPP2,0.582,0.769,0.0027913,Enzyme,DTO_05007624,95,72
5169,ENPP3,0.663,0.538,3.468e-23,Enzyme,DTO_05007624,41,31
5170,PDPK1,0.588,0.808,0.98013,Kinase,DTO_03300101,77,74
5172,SLC26A4,0.507,0.885,8.989799999999999e-22,Transporter,DTO_05007405,194,399
5173,PDYN,0.535,0.577,0.00017033,Signaling,DTO_05007599,197,130
5176,SERPINF1,0.46,0.846,7.8044e-08,Enzyme modulator,DTO_05007584,294,321
5178,PEG3,0.61,0.654,2.6257e-05,Transcription factor,DTO_05007542,62,45
5179,PENK,0.56,0.808,0.0002077,Signaling,DTO_05007599,124,103
5184,PEPD,0.621,0.769,1.4633e-14,Enzyme,DTO_05007624,113,60
5187,PER1,0.556,0.731,0.00029308,Transcription factor,DTO_05007542,111,90
5193,PEX12,0.601,0.615,9.4838e-16,Transporter,DTO_05007405,126,31
5195,PEX14,0.592,0.692,0.22566,Receptor,DTO_05007575,133,30
5196,PF4,0.522,0.846,0.043062,Signaling,DTO_05007599,158,185
5197,PF4V1,0.76,0.462,0.00081618,Signaling,DTO_05007599,19,12
5201,PFDN1,0.821,0.192,0.84732,Transcription factor,DTO_05007542,11,4
5202,PFDN2,1.0,0.077,0.34971,Chaperone,DTO_05007613,1,1
5204,PFDN5,0.716,0.5,0.00056773,Chaperone,DTO_05007613,24,12
5205,ATP8B1,0.61,0.5,2.7666e-10,Transporter,DTO_05007405,70,113
5207,PFKFB1,1.0,0.038,4.878e-07,Kinase,DTO_03300101,3,3
5208,PFKFB2,0.76,0.231,2.3914e-07,Kinase,DTO_03300101,22,14
5209,PFKFB3,0.561,0.808,0.24579,Kinase,DTO_03300101,104,99
5210,PFKFB4,0.666,0.346,2.1422e-09,Enzyme,DTO_05007624,40,24
5211,PFKL,0.722,0.269,2.702e-17,Kinase,DTO_03300101,19,12
5212,VIT,0.821,0.154,5.435e-32,Receptor,DTO_05007575,13,10
5213,PFKM,0.666,0.5,3.7625e-18,Kinase,DTO_03300101,58,43
5214,PFKP,0.76,0.346,8.834200000000001e-25,Kinase,DTO_03300101,19,17
5218,CDK14,0.659,0.423,2.5012e-08,Kinase,DTO_03300101,40,34
5222,PGA5,0.78,0.308,4.6125e-10,Enzyme,DTO_05007624,12,9
5225,PGC,0.603,0.692,6.752e-11,Enzyme,DTO_05007624,83,99
5226,PGD,0.576,0.769,0.98788,Enzyme,DTO_05007624,86,63
5228,PGF,0.46,0.846,0.1288,Signaling,DTO_05007599,288,342
5229,PGGT1B,0.769,0.346,0.040841,Enzyme,DTO_05007624,15,12
5230,PGK1,0.542,0.769,0.76537,Kinase,DTO_03300101,144,103
5232,PGK2,0.89,0.115,9.6757e-06,Kinase,DTO_03300101,3,3
5241,PGR,0.426,0.885,0.051042,Nuclear receptor,DTO_00102000,392,1879
5243,ABCB1,0.344,0.885,1.2564e-05,Transporter,DTO_05007405,933,3013
5244,ABCB4,0.529,0.615,2.2138e-07,Transporter,DTO_05007405,157,217
5250,SLC25A3,0.566,0.692,0.074834,Transporter,DTO_05007405,112,86
5251,PHEX,0.548,0.808,0.99996,Enzyme,DTO_05007624,142,223
5252,PHF1,0.691,0.346,0.99956,Nucleic acid binding,DTO_05007557,32,38
5255,PHKA1,0.839,0.115,2.0904e-07,Kinase,DTO_03300101,15,10
5256,PHKA2,0.678,0.462,0.3839,Kinase,DTO_03300101,47,34
5257,PHKB,0.769,0.269,1.581e-21,Enzyme modulator,DTO_05007584,22,8
5260,PHKG1,0.931,0.154,3.572e-15,Kinase,DTO_03300101,5,2
5261,PHKG2,0.674,0.538,0.0038581,Kinase,DTO_03300101,53,13
5265,SERPINA1,0.41,0.923,6.8497e-08,Enzyme modulator,DTO_05007584,482,935
5266,PI3,0.57,0.692,0.16965,Enzyme modulator,DTO_05007584,92,76
5267,SERPINA4,0.641,0.654,9.7276e-09,Enzyme modulator,DTO_05007584,45,48
5268,SERPINB5,0.582,0.577,0.0036486,Enzyme modulator,DTO_05007584,87,110
5269,SERPINB6,0.547,0.769,0.00011009,Enzyme modulator,DTO_05007584,128,143
5270,SERPINE2,0.592,0.692,0.7299,Enzyme modulator,DTO_05007584,87,80
5271,SERPINB8,0.792,0.154,2.7764e-09,Enzyme modulator,DTO_05007584,10,5
5272,SERPINB9,0.695,0.5,0.012327,Enzyme modulator,DTO_05007584,32,21
5273,SERPINB10,0.89,0.192,3.3122e-10,Enzyme modulator,DTO_05007584,7,3
5274,SERPINI1,0.631,0.462,0.026631,Enzyme modulator,DTO_05007584,58,34
5275,SERPINB13,0.89,0.077,7.0156e-06,Enzyme modulator,DTO_05007584,5,3
5276,SERPINI2,0.931,0.038,6.9523e-15,Enzyme modulator,DTO_05007584,4,3
5279,PIGC,0.691,0.346,0.0055065,Enzyme,DTO_05007624,55,16
5281,PIGF,0.716,0.385,0.00071995,Enzyme,DTO_05007624,26,20
5286,PIK3C2A,0.633,0.692,0.010126,Kinase,DTO_03300101,80,35
5287,PIK3C2B,0.691,0.462,0.99651,Kinase,DTO_03300101,33,21
5288,PIK3C2G,0.839,0.269,9.501299999999998e-40,Kinase,DTO_03300101,9,7
5289,PIK3C3,0.647,0.615,8.4165e-11,Kinase,DTO_03300101,49,31
5290,PIK3CA,0.292,0.923,1.0,Kinase,DTO_03300101,1511,6773
5291,PIK3CB,0.322,0.885,0.99964,Kinase,DTO_03300101,1083,5581
5292,PIM1,0.482,0.769,0.84846,Kinase,DTO_03300101,224,271
5293,PIK3CD,0.319,0.885,0.99999,Kinase,DTO_03300101,1119,5695
5294,PIK3CG,0.32,0.885,1.4076e-06,Kinase,DTO_03300101,1101,5649
5295,PIK3R1,0.477,0.885,0.99978,Kinase,DTO_03300101,285,237
5296,PIK3R2,0.551,0.808,0.016273,Enzyme modulator,DTO_05007584,120,86
5297,PI4KA,0.695,0.577,3.1234e-12,Kinase,DTO_03300101,31,20
5298,PI4KB,0.839,0.308,0.86607,Kinase,DTO_03300101,7,15
5305,PIP4K2A,0.647,0.423,0.14155,Kinase,DTO_03300101,42,35
5306,PITPNA,0.89,0.231,0.96513,Transporter,DTO_05007405,5,4
5311,PKD2,0.552,0.731,0.00017271,Ion channel,DTO_01300327,122,438
5313,PKLR,0.603,0.615,3.4869e-07,Kinase,DTO_03300101,79,84
5315,PKM,0.482,0.808,0.8549,Kinase,DTO_03300101,237,416
5316,PKNOX1,0.674,0.538,0.99401,Enzyme,DTO_05007624,34,19
5317,PKP1,0.659,0.462,0.00058339,Cellular structure,DTO_05007530,54,32
5318,PKP2,0.606,0.538,3.1147e-18,Cellular structure,DTO_05007530,82,169
5319,PLA2G1B,0.468,0.846,1.0057e-10,Enzyme,DTO_05007624,268,382
5320,PLA2G2A,0.488,0.808,0.097278,Enzyme,DTO_05007624,215,248
5321,PLA2G4A,0.496,0.846,5.9817e-05,Enzyme,DTO_05007624,202,188
5322,PLA2G5,0.751,0.385,5.3834e-05,Enzyme,DTO_05007624,29,15
5324,PLAG1,0.493,0.808,0.99532,Transcription factor,DTO_05007542,219,1089
5326,PLAGL2,0.691,0.385,0.98253,Transcription factor,DTO_05007542,29,17
5327,PLAT,0.445,0.885,5.6593e-05,Enzyme,DTO_05007624,392,615
5328,PLAU,0.425,0.923,2.3058e-06,Enzyme,DTO_05007624,439,701
5330,PLCB2,0.78,0.231,3.0661e-20,Enzyme,DTO_05007624,19,15
5331,PLCB3,0.729,0.385,0.93999,Enzyme,DTO_05007624,32,25
5332,PLCB4,0.61,0.731,3.0437e-06,Enzyme,DTO_05007624,89,31
5333,PLCD1,0.636,0.577,1.737e-19,Enzyme,DTO_05007624,62,34
5334,PLCL1,0.608,0.654,0.012059,Enzyme,DTO_05007624,69,53
5335,PLCG1,0.564,0.692,7.9288e-05,Enzyme,DTO_05007624,116,109
5336,PLCG2,0.588,0.808,0.99562,Enzyme,DTO_05007624,82,59
5339,PLEC,0.523,0.808,8.3469e-12,Cellular structure,DTO_05007530,218,131
5340,PLG,0.389,0.923,0.010345,Enzyme,DTO_05007624,586,1015
5341,PLEK,0.588,0.731,0.001067,Cellular structure,DTO_05007530,83,83
5345,SERPINF2,0.575,0.808,0.013624,Enzyme modulator,DTO_05007584,104,128
5347,PLK1,0.467,0.808,0.97851,Kinase,DTO_03300101,253,439
5348,FXYD1,0.682,0.385,0.24395,Ion channel,DTO_01300327,26,28
5349,FXYD3,0.682,0.423,1.0105e-05,Ion channel,DTO_01300327,34,18
5351,PLOD1,0.579,0.731,1.4837e-15,Enzyme,DTO_05007624,123,38
5352,PLOD2,0.559,0.654,6.6965e-08,Enzyme,DTO_05007624,114,60
5354,PLP1,0.543,0.769,0.92845,Cellular structure,DTO_05007530,160,282
5357,PLS1,0.821,0.346,1.1321e-05,Cellular structure,DTO_05007530,15,11
5358,PLS3,0.656,0.5,0.98844,Cellular structure,DTO_05007530,47,60
5359,PLSCR1,0.674,0.5,0.011923,Transporter,DTO_05007405,33,19
5368,PNOC,0.603,0.577,0.015028,Signaling,DTO_05007599,103,91
5372,PMM1,0.861,0.231,1.6587e-06,Enzyme,DTO_05007624,5,6
5373,PMM2,0.535,0.769,1.4072e-17,Enzyme,DTO_05007624,214,169
5376,PMP22,0.471,0.885,0.90958,Cellular structure,DTO_05007530,341,753
5378,PMS1,0.569,0.654,1.3178e-17,Nucleic acid binding,DTO_05007557,115,56
5393,EXOSC9,0.705,0.423,1.7871e-11,Enzyme,DTO_05007624,55,7
5395,PMS2,0.484,0.808,4.5176000000000004e-27,Nucleic acid binding,DTO_05007557,244,489
5406,PNLIP,0.743,0.308,1.604e-08,Enzyme,DTO_05007624,17,19
5407,PNLIPRP1,1.0,0.077,1.0944e-13,Enzyme,DTO_05007624,2,1
5408,PNLIPRP2,0.89,0.038,3.9766e-10,Enzyme,DTO_05007624,6,6
5409,PNMT,0.653,0.538,0.0050065,Enzyme,DTO_05007624,37,28
5412,UBL3,0.89,0.154,0.73544,Enzyme,DTO_05007624,4,3
5413,SEPTIN5,0.691,0.462,0.92671,Enzyme modulator,DTO_05007584,29,16
5414,SEPTIN4,0.644,0.692,2.7268e-05,Enzyme modulator,DTO_05007584,48,41
5423,POLB,0.606,0.654,3.4002e-05,Enzyme,DTO_05007624,63,86
5425,POLD2,0.861,0.231,0.00097201,Enzyme,DTO_05007624,9,6
5427,POLE2,1.0,0.038,2.8528e-07,Enzyme,DTO_05007624,1,1
5428,POLG,0.457,0.846,2.0756e-09,Enzyme,DTO_05007624,462,327
5430,POLR2A,0.65,0.423,1.0,Enzyme,DTO_05007624,47,30
5431,POLR2B,0.839,0.231,0.52372,Enzyme,DTO_05007624,9,9
5432,POLR2C,0.839,0.115,0.0014592,Enzyme,DTO_05007624,8,4
5433,POLR2D,0.839,0.346,0.21392,Transcription factor,DTO_05007542,5,3
5434,POLR2E,0.736,0.192,7.2128e-09,Enzyme,DTO_05007624,18,8
5435,POLR2F,0.722,0.308,0.012528,Enzyme,DTO_05007624,30,3
5436,POLR2G,0.78,0.269,1.257e-06,Enzyme,DTO_05007624,13,5
5439,POLR2J,1.0,0.077,0.0071512,Enzyme,DTO_05007624,1,1
5440,POLR2K,1.0,0.077,0.0011708,Enzyme,DTO_05007624,1,1
5441,POLR2L,1.0,0.077,0.00045417,Enzyme,DTO_05007624,2,2
5442,POLRMT,0.839,0.346,1.739e-20,Enzyme,DTO_05007624,8,3
5464,PPA1,0.656,0.615,1.917e-05,Enzyme,DTO_05007624,44,22
5465,PPARA,0.432,0.885,0.030182,Nuclear receptor,DTO_00102000,408,816
5467,PPARD,0.513,0.846,0.99497,Nuclear receptor,DTO_00102000,197,272
5468,PPARG,0.358,0.885,0.029194,Nuclear receptor,DTO_00102000,877,2335
5471,PPAT,0.705,0.385,0.98606,Enzyme,DTO_05007624,21,10
5473,PPBP,0.544,0.808,0.057739,Signaling,DTO_05007599,111,84
5476,CTSA,0.619,0.731,5.8984e-09,Enzyme,DTO_05007624,73,63
5493,PPL,0.666,0.538,1.5145e-42,Cellular structure,DTO_05007530,50,28
5494,PPM1A,0.691,0.5,0.99834,Enzyme,DTO_05007624,33,18
5495,PPM1B,0.711,0.5,0.0090829,Enzyme,DTO_05007624,34,10
5496,PPM1G,0.839,0.269,0.9604,Enzyme,DTO_05007624,8,5
5499,PPP1CA,0.674,0.5,0.98588,Enzyme,DTO_05007624,33,22
5500,PPP1CB,0.601,0.577,0.99912,Enzyme,DTO_05007624,105,25
5501,PPP1CC,0.861,0.154,0.95777,Enzyme,DTO_05007624,8,6
5502,PPP1R1A,0.559,0.692,0.021894,Enzyme modulator,DTO_05007584,106,95
5504,PPP1R2,0.839,0.192,0.06928,Enzyme modulator,DTO_05007584,7,5
5506,PPP1R3A,0.711,0.577,9.3122e-16,Enzyme modulator,DTO_05007584,37,25
5507,PPP1R3C,0.711,0.5,0.0026397,Enzyme modulator,DTO_05007584,25,18
5518,PPP2R1A,0.588,0.577,0.98389,Enzyme,DTO_05007624,104,40
5519,PPP2R1B,0.678,0.423,3.0047e-15,Enzyme,DTO_05007624,38,30
5520,PPP2R2A,0.67,0.462,0.99495,Enzyme,DTO_05007624,42,25
5521,PPP2R2B,0.601,0.577,0.98467,Enzyme,DTO_05007624,86,54
5522,PPP2R2C,0.7,0.5,0.89954,Enzyme,DTO_05007624,32,19
5523,PPP2R3A,0.805,0.231,0.62349,Enzyme,DTO_05007624,18,10
5524,PTPA,0.48,0.846,0.99057,Enzyme modulator,DTO_05007584,245,427
5525,PPP2R5A,0.931,0.115,0.81558,Enzyme,DTO_05007624,9,5
5526,PPP2R5B,0.931,0.154,0.98416,Enzyme,DTO_05007624,4,4
5527,PPP2R5C,0.751,0.308,0.97071,Enzyme,DTO_05007624,22,13
5528,PPP2R5D,0.722,0.462,0.99993,Enzyme,DTO_05007624,33,10
5529,PPP2R5E,0.691,0.423,0.99997,Enzyme,DTO_05007624,33,14
5538,PPT1,0.593,0.808,4.862e-05,Enzyme,DTO_05007624,112,181
5539,PPY,0.663,0.308,0.01181,Signaling,DTO_05007599,40,41
5547,PRCP,0.633,0.692,8.7577e-12,Enzyme,DTO_05007624,68,77
5550,PREP,0.576,0.731,0.08025,Enzyme,DTO_05007624,105,108
5553,PRG2,0.678,0.538,0.00019062,Enzyme modulator,DTO_05007584,36,32
5557,PRIM1,0.861,0.154,0.0009938,Enzyme,DTO_05007624,18,10
5562,PRKAA1,0.453,0.846,0.13725,Kinase,DTO_03300101,325,646
5563,PRKAA2,0.456,0.846,3.5282e-08,Kinase,DTO_03300101,317,605
5564,PRKAB1,0.46,0.846,0.0052573,Kinase,DTO_03300101,296,576
5565,PRKAB2,0.931,0.115,0.72559,Enzyme modulator,DTO_05007584,5,5
5566,PRKACA,0.606,0.692,0.97142,Kinase,DTO_03300101,88,61
5567,PRKACB,0.67,0.577,0.35122,Kinase,DTO_03300101,33,21
5570,PKIB,0.792,0.308,0.046118,Enzyme modulator,DTO_05007584,9,7
5578,PRKCA,0.44,0.846,0.3677,Kinase,DTO_03300101,368,501
5579,PRKCB,0.453,0.885,1.0,Kinase,DTO_03300101,317,380
5580,PRKCD,0.48,0.846,0.99995,Kinase,DTO_03300101,287,145
5581,PRKCE,0.597,0.692,0.99988,Kinase,DTO_03300101,112,71
5582,PRKCG,0.617,0.5,0.99985,Kinase,DTO_03300101,90,62
5583,PRKCH,0.653,0.577,0.42878,Kinase,DTO_03300101,55,35
5584,PRKCI,0.584,0.5,0.067986,Kinase,DTO_03300101,78,55
5585,PKN1,0.647,0.692,0.20442,Kinase,DTO_03300101,48,27
5586,PKN2,0.711,0.423,1.0,Kinase,DTO_03300101,29,19
5587,PRKD1,0.531,0.846,6.6485e-07,Kinase,DTO_03300101,171,209
5588,PRKCQ,0.636,0.654,0.2972,Kinase,DTO_03300101,53,50
5589,PRKCSH,0.674,0.538,1.0122e-07,Enzyme,DTO_05007624,44,35
5590,PRKCZ,0.604,0.654,0.541,Kinase,DTO_03300101,88,75
5591,PRKDC,0.54,0.808,1.0,Kinase,DTO_03300101,131,149
5592,PRKG1,0.603,0.769,0.99938,Kinase,DTO_03300101,114,72
5593,PRKG2,0.705,0.308,0.64685,Kinase,DTO_03300101,31,20
5594,MAPK1,0.33,0.923,0.99698,Kinase,DTO_03300101,1059,3170
5595,MAPK3,0.379,0.885,0.036884,Kinase,DTO_03300101,647,1438
5596,MAPK4,0.821,0.231,0.21895,Kinase,DTO_03300101,19,11
5597,MAPK6,0.678,0.346,0.69646,Kinase,DTO_03300101,40,21
5598,MAPK7,0.553,0.654,0.0031023,Kinase,DTO_03300101,127,138
5599,MAPK8,0.397,0.885,0.99823,Kinase,DTO_03300101,520,1003
5600,MAPK11,0.695,0.462,0.00033565,Kinase,DTO_03300101,25,15
5601,MAPK9,0.561,0.731,0.069738,Kinase,DTO_03300101,115,100
5602,MAPK10,0.606,0.692,0.27553,Kinase,DTO_03300101,75,43
5603,MAPK13,0.705,0.577,6.7197e-11,Kinase,DTO_03300101,26,15
5604,MAP2K1,0.439,0.846,0.89669,Kinase,DTO_03300101,389,452
5605,MAP2K2,0.534,0.731,0.96673,Kinase,DTO_03300101,177,87
5606,MAP2K3,0.619,0.615,0.022009,Kinase,DTO_03300101,60,33
5607,MAP2K5,0.628,0.654,0.004765,Kinase,DTO_03300101,70,68
5608,MAP2K6,0.631,0.615,0.91334,Kinase,DTO_03300101,59,40
5609,MAP2K7,0.419,0.808,0.99552,Kinase,DTO_03300101,408,1206
5610,EIF2AK2,0.538,0.769,0.017643,Kinase,DTO_03300101,142,169
5613,PRKX,0.821,0.231,0.032585,Kinase,DTO_03300101,7,5
5617,PRL,0.406,0.885,2.9015e-07,Signaling,DTO_05007599,506,1040
5618,PRLR,0.572,0.692,0.98732,Signaling,DTO_05007599,110,112
5623,PSPN,0.608,0.769,0.00011172,Signaling,DTO_05007599,70,64
5624,PROC,0.504,0.808,1.9118e-05,Enzyme,DTO_05007624,200,451
5625,PRODH,0.612,0.692,5.3577e-12,Enzyme,DTO_05007624,85,63
5629,PROX1,0.565,0.538,0.99884,Transcription factor,DTO_05007542,114,105
5631,PRPS1,0.584,0.731,0.91542,Kinase,DTO_03300101,151,50
5634,PRPS2,0.89,0.115,0.93544,Kinase,DTO_03300101,8,5
5635,PRPSAP1,0.931,0.077,1.7124e-07,Enzyme,DTO_05007624,2,2
5636,PRPSAP2,1.0,0.038,0.0031244,Enzyme,DTO_05007624,1,1
5638,PRRG1,1.0,0.077,0.13149,Enzyme,DTO_05007624,1,0
5639,PRRG2,1.0,0.038,9.0627e-07,Enzyme,DTO_05007624,3,6
5641,LGMN,0.579,0.731,0.00040535,Enzyme,DTO_05007624,95,76
5644,PRSS1,0.563,0.692,4.1384e-11,Enzyme,DTO_05007624,117,267
5646,PRSS3,0.617,0.615,3.5636e-12,Enzyme,DTO_05007624,59,42
5648,MASP1,0.565,0.885,1.2276e-11,Enzyme,DTO_05007624,123,46
5650,KLK7,0.61,0.615,0.0006467,Enzyme,DTO_05007624,62,67
5652,PRSS8,0.641,0.5,0.10007,Enzyme,DTO_05007624,54,26
5653,KLK6,0.575,0.654,0.0060052,Enzyme,DTO_05007624,99,83
5654,HTRA1,0.532,0.692,0.00049201,Enzyme,DTO_05007624,164,269
5655,KLK10,0.608,0.538,4.3662e-07,Enzyme,DTO_05007624,70,55
5657,PRTN3,0.503,0.808,3.8044e-05,Enzyme,DTO_05007624,215,331
5663,PSEN1,0.469,0.846,0.97322,Enzyme,DTO_05007624,369,1281
5664,PSEN2,0.55,0.654,0.00053736,Enzyme,DTO_05007624,146,392
5681,PSKH1,0.931,0.077,0.26016,Kinase,DTO_03300101,4,7
5697,PYY,0.588,0.615,0.011784,Signaling,DTO_05007599,88,98
5700,PSMC1,0.78,0.462,0.99945,Enzyme,DTO_05007624,12,10
5701,PSMC2,0.792,0.077,0.99985,Enzyme,DTO_05007624,12,5
5702,PSMC3,0.792,0.423,0.9547,Enzyme,DTO_05007624,15,8
5704,PSMC4,0.931,0.077,0.30101,Enzyme,DTO_05007624,5,6
5705,PSMC5,0.686,0.538,0.93308,Enzyme,DTO_05007624,32,17
5706,PSMC6,0.705,0.577,0.99662,Enzyme,DTO_05007624,22,17
5707,PSMD1,0.78,0.231,1.0,Enzyme modulator,DTO_05007584,14,8
5708,PSMD2,0.612,0.692,1.0,Enzyme modulator,DTO_05007584,64,65
5709,PSMD3,0.751,0.462,0.99997,Enzyme modulator,DTO_05007584,18,17
5710,PSMD4,0.617,0.654,0.99726,Enzyme modulator,DTO_05007584,67,44
5713,PSMD7,0.551,0.692,0.26367,Enzyme,DTO_05007624,114,139
5714,PSMD8,0.716,0.385,0.068806,Enzyme modulator,DTO_05007584,25,17
5715,PSMD9,0.435,0.846,4.8603e-06,Enzyme modulator,DTO_05007584,344,642
5718,PSMD12,0.578,0.808,0.99984,Enzyme modulator,DTO_05007584,105,35
5719,PSMD13,0.861,0.154,0.99901,Enzyme modulator,DTO_05007584,13,8
5723,PSPH,0.57,0.808,0.00096703,Enzyme,DTO_05007624,114,78
5724,PTAFR,0.575,0.731,0.24232,G-protein coupled receptor,DTO_02300001,96,71
5726,TAS2R38,0.531,0.808,0.1303,G-protein coupled receptor,DTO_02300001,149,300
5728,PTEN,0.305,0.923,0.25651,Enzyme,DTO_05007624,1349,4303
5729,PTGDR,0.65,0.615,3.58e-06,G-protein coupled receptor,DTO_02300001,45,45
5730,PTGDS,0.503,0.846,0.0050922,Enzyme,DTO_05007624,195,190
5731,PTGER1,0.674,0.538,0.00097345,G-protein coupled receptor,DTO_02300001,44,27
5732,PTGER2,0.597,0.731,0.0074901,G-protein coupled receptor,DTO_02300001,79,63
5733,PTGER3,0.601,0.731,0.37217,G-protein coupled receptor,DTO_02300001,82,61
5734,PTGER4,0.558,0.731,0.9755,G-protein coupled receptor,DTO_02300001,120,122
5737,PTGFR,0.705,0.423,0.066085,G-protein coupled receptor,DTO_02300001,28,25
5739,PTGIR,0.711,0.423,0.00088819,G-protein coupled receptor,DTO_02300001,27,39
5742,PTGS1,0.46,0.885,6.2425e-07,Enzyme,DTO_05007624,318,347
5743,PTGS2,0.314,0.962,0.99597,Enzyme,DTO_05007624,1234,3750
5745,PTH1R,0.544,0.731,0.57253,G-protein coupled receptor,DTO_02300001,187,101
5746,PTH2R,0.78,0.308,1.4112e-20,G-protein coupled receptor,DTO_02300001,15,6
5747,PTK2,0.497,0.808,0.99987,Kinase,DTO_03300101,205,393
5753,PTK6,0.65,0.269,4.3468e-13,Kinase,DTO_03300101,48,60
5754,PTK7,0.568,0.615,0.99721,Kinase,DTO_03300101,96,71
5756,TWF1,0.78,0.308,2.087e-05,Cellular structure,DTO_05007530,13,7
5764,PTN,0.515,0.808,0.0075073,Signaling,DTO_05007599,164,140
5768,QSOX1,0.67,0.577,2.5936e-05,Enzyme,DTO_05007624,43,24
5778,PTPN7,0.736,0.385,9.4147e-14,Enzyme,DTO_05007624,20,13
5780,PTPN9,0.705,0.346,0.10956,Enzyme,DTO_05007624,24,18
5786,PTPRA,0.573,0.654,0.99998,Enzyme,DTO_05007624,91,107
5788,PTPRC,0.435,0.808,1.0,Enzyme,DTO_05007624,366,472
5789,PTPRD,0.584,0.731,1.0,Enzyme,DTO_05007624,93,85
5791,PTPRE,0.861,0.192,0.00081616,Enzyme,DTO_05007624,4,5
5792,PTPRF,0.578,0.615,1.0,Enzyme,DTO_05007624,95,89
5793,PTPRG,0.619,0.731,5.0736e-06,Enzyme,DTO_05007624,70,36
5794,PTPRH,0.691,0.423,1.0298e-36,Enzyme,DTO_05007624,30,20
5795,PTPRJ,0.606,0.615,1.2879e-11,Enzyme,DTO_05007624,79,73
5796,PTPRK,0.686,0.385,0.90291,Enzyme,DTO_05007624,34,34
5797,PTPRM,0.821,0.192,0.99998,Enzyme,DTO_05007624,17,8
5802,PTPRS,0.769,0.308,0.99983,Enzyme,DTO_05007624,12,12
5803,PTPRZ1,0.623,0.615,0.98997,Enzyme,DTO_05007624,61,46
5810,RAD1,0.76,0.346,0.00012252,Enzyme,DTO_05007624,14,13
5813,PURA,0.644,0.5,0.94029,Nucleic acid binding,DTO_05007557,83,27
5814,PURB,0.839,0.115,0.62543,Nucleic acid binding,DTO_05007557,6,3
5816,PVALB,0.547,0.692,0.086602,Calcium-binding protein,DTO_05007616,148,228
5824,PEX19,0.585,0.731,0.0003188,Storage,DTO_05007612,134,10
5825,ABCD3,0.751,0.423,0.0078364,Transporter,DTO_05007405,23,19
5826,ABCD4,0.769,0.308,1.3364e-12,Transporter,DTO_05007405,26,9
5827,PXMP2,0.743,0.192,0.009178,Receptor,DTO_05007575,16,23
5829,PXN,0.547,0.654,0.082342,Cellular structure,DTO_05007530,116,143
5830,PEX5,0.561,0.731,5.5557e-05,Transporter,DTO_05007405,174,20
5832,ALDH18A1,0.551,0.769,0.00081212,Enzyme,DTO_05007624,206,32
5833,PCYT2,0.821,0.192,0.0008643,Enzyme,DTO_05007624,13,4
5834,PYGB,0.792,0.308,1.4144e-14,Enzyme,DTO_05007624,15,9
5836,PYGL,0.705,0.423,1.71e-17,Enzyme,DTO_05007624,32,15
5837,PYGM,0.65,0.577,2.033e-13,Enzyme,DTO_05007624,58,136
5858,PZP,0.705,0.423,6.8173e-36,Enzyme modulator,DTO_05007584,24,14
5859,QARS1,0.716,0.231,2.6952e-13,Enzyme,DTO_05007624,41,9
5860,QDPR,0.691,0.5,0.00015254,Enzyme,DTO_05007624,45,46
5863,RGL2,0.89,0.231,0.026981,Enzyme modulator,DTO_05007584,5,2
5866,RAB3IL1,0.931,0.115,0.00036755,Enzyme modulator,DTO_05007584,5,3
5871,MAP4K2,0.89,0.154,1.5422e-11,Kinase,DTO_03300101,4,4
5875,RABGGTA,0.89,0.269,1.7504e-10,Enzyme,DTO_05007624,3,2
5876,RABGGTB,1.0,0.077,0.007867,Enzyme,DTO_05007624,1,1
5877,RABIF,0.931,0.115,0.014371,Enzyme modulator,DTO_05007584,4,2
5879,RAC1,0.429,0.962,0.76228,Enzyme modulator,DTO_05007584,415,686
5880,RAC2,0.556,0.731,0.96627,Enzyme modulator,DTO_05007584,119,94
5881,RAC3,0.682,0.423,0.0026125,Enzyme modulator,DTO_05007584,44,31
5883,RAD9A,0.7,0.462,4.0279e-06,Enzyme modulator,DTO_05007584,41,25
5886,RAD23A,0.769,0.346,0.18355,Nucleic acid binding,DTO_05007557,15,8
5887,RAD23B,0.638,0.731,0.9963,Nucleic acid binding,DTO_05007557,51,37
5891,MOK,0.476,0.769,8.8397e-22,Kinase,DTO_03300101,251,341
5893,RAD52,0.61,0.654,7.1128e-11,Nucleic acid binding,DTO_05007557,63,59
5894,RAF1,0.418,0.885,0.85295,Kinase,DTO_03300101,470,783
5896,RAG1,0.509,0.769,2.7659e-05,Enzyme,DTO_05007624,209,215
5898,RALA,0.656,0.577,0.97289,Enzyme modulator,DTO_05007584,45,28
5899,RALB,0.861,0.231,0.020067,Enzyme modulator,DTO_05007584,8,8
5900,RALGDS,0.722,0.462,0.88814,Enzyme modulator,DTO_05007584,33,20
